UniqueID,Amount,Date
BRI67,-0.530,2024-08-02
BRI68,-42.717,2024-06-06
BRI69,37.697,2025-03-02
BRI70,-38.975,2024-12-08
BRI71,27.767,2024-12-05
BRI72,54.032,2024-07-06
BRI73,23.042,2024-08-07
BRI74,46.059,2024-09-05
BRI75,-69.072,2024-05-10
BRI76,71.261,2024-09-05
BRI77,-0.136,2024-10-05
BRI78,33.576,2024-04-06
BRI79,-57.866,2024-11-06
BRI80,12.095,2025-03-06
BRI81,-78.013,2024-05-02
BRI82,-77.566,2024-11-01
BRI83,11.616,2024-11-01
BRI84,-14.360,2025-02-07
BRI85,-21.346,2024-05-05
BRI86,63.474,2024-08-05
BRI87,-15.433,2024-10-08
BRI88,33.044,2024-05-03
BRI89,68.683,2024-09-09
BRI90,-83.825,2024-05-10
BRI91,42.179,2025-02-08
BRI92,-70.681,2024-11-04
BRI93,70.914,2024-05-10
BRI94,-31.103,2024-05-04
BRI95,-72.071,2024-09-03
BRI96,-19.210,2024-04-05
BRI97,-90.556,2024-10-05
BRI98,94.419,2024-04-04
BRI99,-28.026,2024-05-02
BRI100,95.579,2024-12-01
BRI101,60.160,2024-09-09
BRI102,43.487,2024-08-10
BRI103,76.400,2025-01-10
BRI104,-90.106,2024-08-07
BRI105,97.433,2025-01-09
BRI106,-4.723,2024-07-10
BRI107,-75.219,2024-05-02
BRI108,-97.864,2024-10-08
BRI109,-72.977,2025-01-10
BRI110,-88.091,2024-06-10
BRI111,-56.851,2024-09-02
BRI112,-83.342,2024-12-03
BRI113,37.918,2024-10-04
BRI114,95.879,2025-01-01
BRI115,-0.024,2024-09-08
BRI116,-72.983,2025-02-09
BRI117,-93.415,2025-01-08
BRI118,82.116,2024-07-01
BRI119,94.650,2024-12-04
BRI120,-45.731,2024-08-05
BRI121,-37.649,2024-08-05
BRI122,2.284,2024-08-04
BRI123,-12.180,2024-11-08
BRI124,-67.623,2025-02-01
BRI125,-7.603,2025-01-09
BRI126,-90.084,2024-08-09
BRI127,-13.458,2025-03-09
BRI128,-9.070,2025-02-03
BRI129,31.576,2024-04-09
BRI130,16.818,2024-09-10
BRI131,-68.368,2025-03-07
BRI132,30.398,2024-08-04
BRI133,18.947,2024-08-05
BRI134,35.779,2025-02-02
BRI135,66.050,2025-01-08
BRI136,38.982,2024-05-02
BRI137,39.195,2025-03-02
BRI138,-94.805,2024-11-07
BRI139,15.558,2025-02-02
BRI140,44.829,2024-06-09
BRI141,-78.982,2024-05-05
BRI142,55.934,2024-07-06
BRI143,63.238,2024-06-10
BRI144,47.199,2024-05-08
BRI145,-93.592,2024-12-01
BRI146,59.020,2024-07-09
BRI147,29.145,2025-02-09
BRI148,92.758,2024-05-05
BRI149,-8.100,2024-09-05
BRI150,-25.030,2024-06-03
BRI151,-95.277,2024-12-01
BRI152,-84.488,2024-07-03
BRI153,-18.162,2024-11-06
BRI154,-10.670,2025-02-10
BRI155,-83.399,2025-03-10
BRI156,-79.145,2024-11-02
BRI157,-56.217,2024-12-01
BRI158,-96.707,2024-07-09
BRI159,-73.317,2024-08-03
BRI160,-6.961,2025-03-09
BRI161,-23.436,2024-11-07
BRI162,-75.117,2025-03-06
BRI163,84.066,2024-04-07
BRI164,58.217,2025-03-07
BRI165,20.103,2025-01-08
BRI166,27.015,2024-04-06
BRI167,-36.174,2024-05-07
BRI168,81.158,2024-12-02
BRI169,42.306,2024-06-02
BRI170,64.416,2024-08-09
BRI171,-2.378,2025-03-03
BRI172,70.155,2025-02-01
BRI173,76.930,2024-07-01
BRI174,-67.794,2025-02-07
BRI175,15.549,2024-12-05
BRI176,-1.942,2024-04-08
BRI177,31.801,2024-10-01
BRI178,-42.152,2024-10-06
BRI179,-64.719,2025-02-05
BRI180,-50.698,2024-05-07
BRI181,96.108,2024-05-04
BRI182,-40.515,2024-08-07
BRI183,-22.687,2024-11-02
BRI184,-28.732,2025-02-02
BRI185,-4.529,2024-12-03
BRI186,36.198,2025-02-09
BRI187,-95.363,2024-07-08
BRI188,4.144,2025-02-01
BRI189,24.207,2024-04-02
BRI190,13.860,2024-08-06
BRI191,62.257,2024-06-01
BRI192,-41.308,2024-10-06
BRI193,59.855,2024-06-09
BRI194,-19.065,2025-01-02
BRI195,-77.192,2024-07-06
BRI196,54.141,2024-06-01
BRI197,-3.405,2024-07-02
BRI198,-60.183,2025-02-07
BRI199,81.415,2024-06-05
BRI200,-36.690,2024-10-08
BRI201,-65.424,2024-06-03
BRI202,64.912,2024-04-10
BRI203,-38.442,2025-02-10
BRI204,-34.107,2024-06-06
BRI205,-45.978,2024-12-08
BRI206,-78.031,2024-08-04
BRI207,63.202,2024-04-01
BRI208,25.837,2024-06-04
BRI209,76.538,2024-08-07
BRI210,-94.766,2024-07-10
BRI211,67.129,2024-10-06
BRI212,72.732,2024-12-02
BRI213,35.159,2024-05-09
BRI214,31.477,2024-06-04
BRI215,49.834,2025-02-06
BRI216,61.762,2024-04-03
BRI217,25.026,2024-10-08
BRI218,-39.806,2024-05-01
BRI219,6.519,2024-07-03
BRI220,61.153,2024-05-07
BRI221,-35.143,2024-04-01
BRI222,-23.916,2025-03-04
BRI223,-75.088,2025-03-07
BRI224,-91.796,2024-04-03
BRI225,-20.579,2025-02-07
BRI226,-91.361,2025-03-10
BRI227,66.917,2024-10-07
BRI228,-58.436,2024-07-04
BRI229,-36.951,2025-02-10
BRI230,35.587,2024-08-06
BRI231,-69.830,2024-04-10
BRI232,25.449,2025-03-04
BRI233,-86.315,2024-10-07
BRI234,68.885,2024-09-09
BRI235,79.620,2024-09-09
BRI236,97.843,2025-03-06
BRI237,41.217,2024-12-09
BRI238,89.323,2025-02-02
BRI239,-63.323,2024-07-06
BRI240,-96.568,2024-12-08
BRI241,-46.088,2024-09-03
BRI242,-91.872,2024-11-03
BRI243,85.145,2024-12-09
BRI244,62.726,2024-06-02
BRI245,10.292,2024-12-03
BRI246,71.526,2024-11-06
BRI247,-82.308,2024-10-03
BRI248,28.087,2024-06-03
BRI249,-1.933,2024-06-02
BRI250,-91.792,2024-04-06
BRI251,-49.126,2025-02-10
BRI252,5.591,2024-06-06
BRI253,14.521,2025-02-07
BRI254,90.956,2024-07-10
BRI255,9.252,2025-03-08
BRI256,-82.653,2025-02-01
BRI257,-46.363,2025-02-08
BRI258,87.094,2025-01-04
BRI259,-29.172,2024-09-09
BRI260,91.723,2024-09-09
BRI261,87.778,2024-11-08
BRI262,-80.981,2024-06-06
BRI263,64.306,2025-03-07
BRI264,27.198,2024-08-08
BRI265,34.110,2024-06-09
BRI266,39.162,2025-02-06
BRI267,76.901,2024-10-01
BRI268,84.125,2025-03-09
BRI269,23.719,2024-11-03
BRI270,-72.913,2024-07-02
BRI271,75.862,2025-01-01
BRI272,-66.673,2024-11-10
BRI273,14.649,2024-06-09
BRI274,16.957,2024-06-02
BRI275,-39.689,2024-09-02
BRI276,84.796,2024-12-09
BRI277,-12.202,2024-06-08
BRI278,5.122,2025-01-01
BRI279,-58.407,2024-04-02
BRI280,6.922,2024-07-07
BRI281,-49.360,2025-01-10
BRI282,-7.763,2024-08-07
BRI283,-55.307,2025-01-10
BRI284,-2.889,2024-10-03
BRI285,35.233,2024-09-03
BRI286,-7.512,2024-09-01
BRI287,50.544,2024-05-06
BRI288,-37.671,2024-05-08
BRI289,-94.595,2024-09-06
BRI290,67.370,2024-12-07
BRI291,-69.933,2024-08-01
BRI292,-52.125,2024-07-08
BRI293,60.931,2024-11-01
BRI294,-15.588,2024-04-01
BRI295,-65.781,2025-02-02
BRI296,90.986,2024-07-02
BRI297,66.086,2024-09-02
BRI298,27.684,2024-05-05
BRI299,27.824,2024-06-09
BRI300,73.536,2024-08-01
BRI301,53.076,2025-02-10
BRI302,-47.006,2024-04-02
BRI303,-72.157,2025-03-03
BRI304,-71.366,2024-09-02
BRI305,-33.191,2025-03-02
BRI306,-25.166,2024-10-07
BRI307,80.813,2025-03-05
BRI308,91.208,2025-03-05
BRI309,-93.332,2024-04-09
BRI310,-37.798,2024-12-08
BRI311,85.352,2024-05-09
BRI312,-33.958,2024-08-03
BRI313,55.900,2024-10-03
BRI314,56.064,2024-06-01
BRI315,35.475,2025-01-03
BRI316,-45.624,2024-07-04
BRI317,-23.052,2025-03-09
BRI318,-93.454,2024-11-02
BRI319,59.719,2025-02-09
BRI320,82.716,2025-03-09
BRI321,8.313,2024-05-04
BRI322,-27.708,2024-04-09
BRI323,-36.666,2024-04-07
BRI324,-19.665,2025-03-10
BRI325,-82.097,2024-11-06
BRI326,38.621,2024-05-01
BRI327,50.715,2024-12-03
BRI328,33.166,2024-07-02
BRI329,33.590,2024-12-05
BRI330,88.550,2024-11-06
BRI331,64.501,2024-11-06
BRI332,33.534,2024-07-01
BRI333,11.068,2024-04-04
BRI334,51.491,2024-12-07
BRI335,-60.436,2025-02-05
BRI336,-41.315,2024-06-01
BRI337,72.147,2024-07-10
BRI338,-23.275,2024-04-01
BRI339,-14.279,2024-05-02
BRI340,15.762,2025-01-08
BRI341,-3.519,2024-05-10
BRI342,-67.829,2025-01-10
BRI343,-42.626,2024-05-04
BRI344,-17.146,2024-10-06
BRI345,75.354,2024-06-07
BRI346,35.778,2024-10-08
BRI347,-68.192,2024-04-06
BRI348,19.235,2024-09-01
BRI349,-39.978,2024-06-07
BRI350,-19.916,2024-06-08
BRI351,-65.823,2024-11-06
BRI352,41.220,2024-11-07
BRI353,-14.827,2024-08-02
BRI354,-48.360,2024-06-10
BRI355,-59.690,2024-10-05
BRI356,-36.808,2025-03-06
BRI357,80.151,2025-02-10
BRI358,16.130,2025-03-07
BRI359,54.190,2024-07-04
BRI360,64.217,2024-05-07
BRI361,38.652,2024-07-04
BRI362,66.958,2024-07-08
BRI363,-34.335,2024-07-04
BRI364,-89.913,2024-08-08
BRI365,-86.135,2024-10-02
BRI366,-85.322,2025-01-05
BRI367,41.196,2024-04-03
BRI368,-48.167,2024-12-10
BRI369,-75.568,2024-04-08
BRI370,38.529,2024-05-01
BRI371,-83.165,2025-03-03
BRI372,-66.968,2025-03-07
BRI373,40.616,2024-11-05
BRI374,-88.042,2025-01-08
BRI375,-67.111,2024-05-06
BRI376,41.438,2025-03-01
BRI377,-49.272,2024-09-07
BRI378,-86.831,2024-08-10
BRI379,-8.132,2024-11-10
BRI380,96.166,2025-01-04
BRI381,-83.150,2024-12-08
BRI382,92.824,2024-06-07
BRI383,95.105,2024-05-05
BRI384,74.101,2025-01-01
BRI385,-54.464,2024-04-05
BRI386,97.712,2024-05-02
BRI387,52.040,2024-06-03
BRI388,-98.983,2024-06-06
BRI389,-81.303,2024-08-02
BRI390,48.126,2024-06-01
BRI391,-41.526,2024-07-05
BRI392,-32.453,2025-03-08
BRI393,-58.951,2024-10-09
BRI394,34.174,2024-06-04
BRI395,41.927,2025-02-10
BRI396,-71.348,2024-09-10
BRI397,74.659,2025-03-03
BRI398,-58.073,2024-11-01
BRI399,21.792,2024-10-08
BRI400,-36.113,2024-07-03
BRI401,-27.568,2024-12-01
BRI402,-42.872,2025-03-05
BRI403,69.266,2024-11-08
BRI404,67.502,2024-08-01
BRI405,-94.557,2024-08-04
BRI406,97.833,2024-05-01
BRI407,-19.925,2024-07-02
BRI408,-0.985,2024-06-09
BRI409,28.946,2024-08-09
BRI410,84.016,2025-02-02
BRI411,77.036,2025-03-01
BRI412,-57.345,2024-05-04
BRI413,-28.515,2024-04-09
BRI414,1.898,2025-02-09
BRI415,-17.751,2024-06-10
BRI416,-80.061,2024-04-04
BRI417,27.840,2024-04-10
BRI418,6.174,2024-07-04
BRI419,-42.459,2025-01-03
BRI420,79.803,2024-06-02
BRI421,-74.039,2025-01-07
BRI422,68.913,2024-04-05
BRI423,20.993,2025-01-02
BRI424,64.524,2024-11-10
BRI425,85.555,2025-01-09
BRI426,-16.592,2024-10-06
BRI427,-82.483,2025-02-07
BRI428,98.587,2025-03-06
BRI429,76.964,2024-08-04
BRI430,96.728,2024-12-07
BRI431,-0.398,2024-12-04
BRI432,32.906,2024-12-06
BRI433,86.425,2025-02-07
BRI434,-21.808,2024-09-09
BRI435,-55.553,2025-03-06
BRI436,-15.723,2024-09-01
BRI437,-87.585,2024-04-06
BRI438,76.679,2024-12-05
BRI439,-15.187,2024-04-03
BRI440,-13.331,2024-05-01
BRI441,18.074,2025-01-02
BRI442,20.768,2024-05-08
BRI443,-64.950,2024-07-03
BRI444,32.386,2024-09-02
BRI445,-26.741,2024-07-02
BRI446,37.198,2024-07-05
BRI447,-37.321,2025-02-08
BRI448,3.414,2024-11-02
BRI449,50.112,2024-10-08
BRI450,-84.940,2025-03-02
BRI451,-36.122,2024-06-06
BRI452,84.145,2025-03-02
BRI453,-17.754,2024-04-08
BRI454,-7.118,2024-07-04
BRI455,14.807,2024-10-04
BRI456,-39.596,2024-09-03
BRI457,-75.533,2025-01-04
BRI458,65.945,2024-04-09
BRI459,-62.898,2024-06-01
BRI460,0.027,2024-08-07
BRI461,10.756,2025-02-10
BRI462,10.169,2024-12-03
BRI463,66.357,2024-07-05
BRI464,-9.562,2024-11-05
BRI465,-55.099,2024-11-04
BRI466,-71.845,2025-01-04
BRI467,-89.037,2025-01-05
BRI468,-81.185,2024-07-05
BRI469,67.826,2024-04-01
BRI470,29.196,2024-10-06
BRI471,8.650,2024-10-03
BRI472,97.786,2024-12-05
BRI473,-25.609,2024-04-04
BRI474,-16.185,2024-04-08
BRI475,-12.501,2024-12-05
BRI476,-47.062,2024-04-07
BRI477,-54.276,2025-02-04
BRI478,-15.963,2024-05-05
BRI479,57.674,2025-02-08
BRI480,-41.463,2025-03-02
BRI481,-74.654,2025-03-01
BRI482,68.355,2024-08-02
BRI483,84.781,2024-05-04
BRI484,33.084,2024-06-04
BRI485,-26.665,2024-10-09
BRI486,-58.717,2024-06-07
BRI487,58.237,2025-03-10
BRI488,-63.250,2024-07-10
BRI489,98.618,2024-12-08
BRI490,-8.618,2024-11-01
BRI491,20.533,2024-09-01
BRI492,44.943,2024-12-02
BRI493,23.793,2024-12-08
BRI494,19.137,2025-01-01
BRI495,70.115,2024-12-07
BRI496,-45.136,2025-02-01
BRI497,-99.975,2024-06-06
BRI498,41.377,2025-03-08
BRI499,-77.474,2025-02-03
BRI500,59.390,2024-05-03
BRI501,-75.341,2024-09-04
BRI502,-27.292,2025-02-02
BRI503,-42.434,2024-05-02
BRI504,-69.943,2024-12-10
BRI505,77.684,2024-07-05
BRI506,71.015,2024-12-08
BRI507,-31.110,2024-05-02
BRI508,48.670,2025-01-10
BRI509,-83.587,2024-10-05
BRI510,-77.428,2025-03-02
BRI511,59.110,2025-01-01
BRI512,95.971,2025-02-08
BRI513,-20.277,2024-12-09
BRI514,52.277,2024-11-02
BRI515,-31.204,2024-10-03
BRI516,-89.444,2025-03-09
BRI517,-39.015,2024-04-08
BRI518,-24.627,2025-02-01
BRI519,-98.500,2025-02-09
BRI520,-33.283,2024-07-08
BRI521,-50.440,2024-11-07
BRI522,-14.410,2024-05-05
BRI523,28.880,2024-05-07
BRI524,81.969,2024-11-09
BRI525,83.220,2024-05-06
BRI526,-10.878,2024-04-07
BRI527,-97.771,2024-10-07
BRI528,-62.622,2024-07-09
BRI529,-15.911,2025-01-04
BRI530,29.744,2024-10-07
BRI531,84.453,2024-05-08
BRI532,76.731,2025-02-10
BRI533,21.278,2024-10-03
BRI534,-79.811,2025-02-08
BRI535,-54.382,2024-07-08
BRI536,18.979,2025-03-04
BRI537,9.548,2024-05-05
BRI538,47.439,2025-03-01
BRI539,-31.603,2024-04-09
BRI540,28.913,2025-01-05
BRI541,69.164,2024-08-08
BRI542,35.245,2024-06-02
BRI543,-87.048,2025-02-05
BRI544,4.208,2024-09-06
BRI545,82.031,2025-01-06
BRI546,-26.897,2025-02-02
BRI547,93.519,2025-03-02
BRI548,-42.143,2025-02-07
BRI549,-14.707,2024-11-04
BRI550,-76.130,2024-05-03
BRI551,6.291,2024-04-06
BRI552,-20.028,2024-07-02
BRI553,-38.799,2025-03-01
BRI554,24.565,2024-12-09
BRI555,-39.828,2024-09-03
BRI556,-31.684,2025-02-09
BRI557,71.611,2024-10-06
BRI558,-38.780,2024-11-10
BRI559,-15.128,2024-11-09
BRI560,-23.997,2024-06-05
BRI561,23.887,2024-06-08
BRI562,57.728,2024-05-02
BRI563,-93.251,2025-01-07
BRI564,48.237,2024-09-10
BRI565,-40.633,2025-02-02
BRI566,53.582,2024-09-02
BRI567,-99.863,2024-04-08
BRI568,-96.701,2024-04-02
BRI569,74.160,2024-08-08
BRI570,-25.860,2025-02-05
BRI571,-15.565,2024-08-04
BRI572,-12.825,2024-05-01
BRI573,-85.102,2025-02-05
BRI574,34.377,2024-11-01
BRI575,-77.462,2024-12-10
BRI576,-22.995,2024-11-01
BRI577,1.318,2024-05-10
BRI578,63.401,2024-07-07
BRI579,13.460,2024-09-04
BRI580,-9.341,2024-05-10
BRI581,99.686,2024-10-02
BRI582,2.020,2024-11-03
BRI583,90.842,2024-09-05
BRI584,-29.639,2025-03-08
BRI585,80.515,2024-09-10
BRI586,-54.349,2024-05-02
BRI587,29.348,2024-10-04
BRI588,-61.651,2024-11-10
BRI589,-60.595,2024-11-10
BRI590,-6.074,2024-05-07
BRI591,-60.505,2024-06-05
BRI592,68.667,2025-02-05
BRI593,-7.773,2024-10-04
BRI594,-86.028,2025-02-06
BRI595,-78.615,2024-06-01
BRI596,-56.638,2024-05-09
BRI597,-57.437,2025-03-04
BRI598,-81.191,2025-01-06
BRI599,83.851,2025-01-10
BRI600,-97.020,2024-04-02
BRI601,-80.895,2025-03-10
BRI602,34.465,2025-03-06
BRI603,71.998,2024-10-07
BRI604,15.834,2024-07-05
BRI605,57.210,2024-07-04
BRI606,34.618,2024-12-07
BRI607,89.857,2024-09-04
BRI608,-32.156,2024-10-03
BRI609,-20.631,2025-01-01
BRI610,48.584,2024-11-09
BRI611,-99.699,2024-12-04
BRI612,-56.184,2025-02-07
BRI613,16.610,2025-02-03
BRI614,74.914,2025-03-07
BRI615,23.096,2024-04-02
BRI616,-28.689,2024-04-04
BRI617,-12.981,2024-08-07
BRI618,-56.177,2024-12-06
BRI619,52.368,2025-01-06
BRI620,27.790,2024-09-01
BRI621,-89.994,2025-03-08
BRI622,-31.512,2024-04-05
BRI623,-7.632,2024-09-07
BRI624,-55.399,2025-03-06
BRI625,72.659,2024-08-02
BRI626,-87.930,2025-02-02
BRI627,85.799,2024-12-06
BRI628,-56.801,2024-10-04
BRI629,-62.852,2024-04-07
BRI630,-52.581,2024-07-03
BRI631,50.514,2024-07-10
BRI632,29.081,2024-12-05
BRI633,-34.083,2024-07-01
BRI634,32.776,2024-12-05
BRI635,-22.258,2024-04-05
BRI636,-90.872,2025-02-06
BRI637,-52.768,2024-06-03
BRI638,61.166,2025-02-01
BRI639,4.210,2024-08-10
BRI640,-36.271,2024-08-10
BRI641,22.001,2024-05-04
BRI642,-85.242,2024-12-09
BRI643,74.463,2025-03-05
BRI644,43.209,2024-10-06
BRI645,-30.415,2024-04-01
BRI646,95.092,2024-06-07
BRI647,-24.928,2025-02-08
BRI648,-81.427,2025-03-04
BRI649,0.735,2024-10-08
BRI650,-38.524,2024-09-05
BRI651,97.790,2025-01-02
BRI652,19.127,2024-07-05
BRI653,89.986,2024-10-02
BRI654,-65.320,2024-10-02
BRI655,-97.522,2024-04-09
BRI656,-12.223,2024-06-01
BRI657,-69.612,2024-11-01
BRI658,6.589,2024-09-04
BRI659,-90.720,2025-03-09
BRI660,36.950,2024-10-05
BRI661,-37.915,2025-03-04
BRI662,9.050,2024-10-01
BRI663,17.130,2025-01-04
BRI664,17.563,2024-09-10
BRI665,-87.741,2024-08-09
BRI666,27.684,2024-10-01
BRI667,44.110,2024-08-05
BRI668,79.796,2024-11-02
BRI669,-82.790,2025-02-04
BRI670,39.560,2024-06-03
BRI671,-74.870,2024-11-06
BRI672,-14.019,2024-06-01
BRI673,48.862,2024-05-08
BRI674,-65.377,2025-03-08
BRI675,44.081,2024-09-06
BRI676,88.070,2025-01-10
BRI677,67.680,2024-11-04
BRI678,-28.232,2024-07-03
BRI679,47.244,2024-11-02
BRI680,32.214,2025-02-02
BRI681,52.552,2024-07-03
BRI682,56.924,2025-01-10
BRI683,97.088,2024-12-05
BRI684,-49.470,2025-01-07
BRI685,45.437,2024-05-07
BRI686,-4.687,2024-06-09
BRI687,-92.330,2025-02-05
BRI688,31.737,2024-12-07
BRI689,-51.173,2024-04-06
BRI690,58.022,2024-04-08
BRI691,-49.011,2024-05-04
BRI692,71.917,2024-05-02
BRI693,65.555,2024-08-07
BRI694,-96.764,2024-06-02
BRI695,65.371,2024-05-02
BRI696,-95.276,2024-10-01
BRI697,-86.952,2024-06-02
BRI698,-37.065,2024-05-10
BRI699,-68.661,2024-06-03
BRI700,68.062,2025-03-05
BRI701,67.197,2024-07-04
BRI702,59.024,2024-11-03
BRI703,-16.475,2024-09-10
BRI704,1.565,2024-11-04
BRI705,-64.885,2024-10-08
BRI706,-84.874,2025-01-04
BRI707,22.204,2024-09-07
BRI708,58.181,2024-07-03
BRI709,22.775,2025-03-01
BRI710,-90.615,2024-09-08
BRI711,-87.505,2024-04-03
BRI712,64.166,2024-12-10
BRI713,99.612,2024-05-02
BRI714,-68.674,2024-08-01
BRI715,-52.307,2025-01-08
BRI716,32.343,2024-04-04
BRI717,74.482,2024-06-04
BRI718,-8.184,2024-11-06
BRI719,-41.264,2025-01-08
BRI720,-3.894,2025-02-04
BRI721,-90.591,2024-11-05
BRI722,61.782,2025-01-10
BRI723,53.273,2024-11-09
BRI724,88.835,2024-04-02
BRI725,90.915,2024-07-07
BRI726,61.715,2024-12-04
BRI727,48.173,2024-06-01
BRI728,96.359,2024-11-08
BRI729,-37.026,2024-11-02
BRI730,9.418,2024-06-01
BRI731,-65.338,2025-01-10
BRI732,-6.487,2024-11-09
BRI733,47.650,2024-05-04
BRI734,89.415,2024-07-02
BRI735,32.744,2024-08-02
BRI736,3.136,2024-08-10
BRI737,-89.737,2025-01-05
BRI738,-99.478,2024-11-06
BRI739,-30.203,2024-09-03
BRI740,-51.699,2024-10-07
BRI741,-30.316,2025-02-01
BRI742,-74.339,2024-10-03
BRI743,94.704,2024-07-10
BRI744,93.497,2024-07-09
BRI745,47.571,2025-03-10
BRI746,22.504,2025-02-01
BRI747,-38.127,2025-01-08
BRI748,-4.034,2024-10-09
BRI749,-68.129,2025-02-05
BRI750,41.817,2024-05-08
BRI751,89.280,2024-06-03
BRI752,59.106,2024-11-08
BRI753,48.420,2025-03-02
BRI754,-32.977,2025-03-09
BRI755,50.306,2024-10-07
BRI756,-25.665,2024-05-05
BRI757,88.224,2025-01-03
BRI758,50.215,2024-12-08
BRI759,-39.001,2024-08-07
BRI760,-15.751,2024-05-01
BRI761,-86.268,2024-12-06
BRI762,8.021,2024-05-08
BRI763,8.803,2024-10-06
BRI764,80.100,2024-05-07
BRI765,57.316,2025-03-07
BRI766,-58.162,2024-12-06
BRI767,35.780,2024-08-08
BRI768,77.666,2024-09-08
BRI769,-94.009,2024-04-10
BRI770,32.147,2024-10-02
BRI771,-0.641,2024-12-03
BRI772,38.170,2024-09-07
BRI773,-19.904,2024-11-06
BRI774,95.733,2024-12-10
BRI775,44.343,2025-01-05
BRI776,-76.292,2024-05-06
BRI777,-15.806,2024-09-02
BRI778,49.831,2024-10-09
BRI779,-3.459,2024-12-08
BRI780,-14.501,2024-11-08
BRI781,-0.812,2024-05-07
BRI782,-0.721,2024-04-01
BRI783,71.624,2024-07-07
BRI784,56.005,2025-01-10
BRI785,77.777,2024-08-09
BRI786,28.098,2025-03-05
BRI787,-55.537,2024-07-06
BRI788,45.139,2024-12-01
BRI789,-82.197,2024-07-03
BRI790,-57.331,2025-01-09
BRI791,-10.318,2024-08-01
BRI792,25.496,2025-01-09
BRI793,37.363,2024-06-01
BRI794,36.889,2024-08-10
BRI795,8.760,2024-10-09
BRI796,-74.961,2024-11-08
BRI797,-85.451,2024-12-06
BRI798,-57.561,2024-04-05
BRI799,-22.061,2024-04-07
BRI800,-52.218,2024-04-08
BRI801,7.946,2025-01-09
BRI802,-73.036,2024-06-05
BRI803,-21.683,2024-10-02
BRI804,-41.208,2024-08-05
BRI805,-76.463,2024-04-08
BRI806,17.233,2024-08-09
BRI807,58.818,2024-09-04
BRI808,-56.643,2024-08-02
BRI809,24.896,2024-11-01
BRI810,-70.511,2024-06-01
BRI811,-26.695,2024-05-04
BRI812,78.391,2024-11-05
BRI813,-55.432,2025-03-03
BRI814,24.333,2024-06-03
BRI815,-6.636,2024-06-01
BRI816,-57.285,2024-08-09
BRI817,-91.816,2025-02-09
BRI818,-64.890,2024-06-02
BRI819,17.422,2024-11-07
BRI820,30.992,2025-01-03
BRI821,17.745,2024-09-03
BRI822,84.715,2024-10-03
BRI823,20.223,2024-05-04
BRI824,57.822,2024-09-03
BRI825,-17.989,2024-05-09
BRI826,-52.146,2025-02-10
BRI827,-32.864,2024-08-08
BRI828,4.309,2024-09-03
BRI829,63.267,2024-06-09
BRI830,77.521,2024-09-02
BRI831,48.716,2025-02-10
BRI832,62.949,2024-05-09
BRI833,16.589,2024-06-03
BRI834,-33.902,2024-07-06
BRI835,-23.491,2025-03-05
BRI836,-55.761,2024-09-05
BRI837,-25.373,2025-02-08
BRI838,-39.963,2024-12-07
BRI839,98.434,2024-09-04
BRI840,29.054,2024-07-07
BRI841,-90.170,2024-09-04
BRI842,-98.942,2024-04-09
BRI843,56.535,2024-10-06
BRI844,-90.370,2024-12-02
BRI845,-52.280,2024-06-10
